Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes	PBM_ME experiment ID(s)	PBM_HK experiment ID(s)	Plasmid Number	HT-Selex (IVT) experiment ID(s)	HT-Selex (Lysate) experiment ID(s)	AffiSeq (IVT) experiment ID(s)	AffiSeq (Lysate) experiment ID(s)	SMiLE-seq experiment ID(s)	ChIP-seq replicate 1	ChIP-seq replicate 2	
322	pTH13786	pTH13195	eGFP.ZSCAN2.FL	ZSCAN2.FL	ZSCAN2	Codebook clone	#N/A	#N/A	pTH13786	#N/A					chip		
323	pTH13629	pTH13195	eGFP.KAT7.FL	KAT7.FL	KAT7	Codebook clone	#N/A	#N/A	pTH13629	#N/A					#N/A		
324	pTH13611	pTH13195	eGFP.POGK.FL	POGK.FL	POGK	Codebook clone	#N/A	#N/A	pTH13611	#N/A					chip		
325	pTH13784	pTH13195	eGFP.ZSCAN12.FL	ZSCAN12.FL	ZSCAN12	Codebook clone	#N/A	#N/A	pTH13784	#N/A					chip		
326	pTH14543	pTH13195	eGFP.CBX2.FL	CBX2.FL	CBX2	Codebook clone	#N/A	#N/A	pTH14543	#N/A					#N/A		
330	pTH14537	pTH13195	eGFP.ELF3.FL	ELF3.FL	ELF3	Codebook clone	#N/A	#N/A	pTH14537	#N/A					chip		
332	pTH14545	pTH13195	eGFP.ZNF367.FL	ZNF367.FL	ZNF367	Codebook clone	#N/A	#N/A	pTH14545	#N/A					chip		
333	pTH14550	pTH13195	eGFP.ZNF367.FL	ZNF367.FL	ZNF367	Codebook clone	#N/A	#N/A	pTH14550	#N/A					#N/A		
334	pTH14539	pTH13195	eGFP.HMGA1.FL	HMGA1.FL	HMGA1	Codebook clone	#N/A	#N/A	pTH14539	#N/A					chip		
345	pTH13921	pTH6838	GST.SCML4.FL	SCML4.FL	SCML4	Codebook clone	#N/A	#N/A	pTH13921	#N/A					#N/A		
372	pTH13948	pTH6838	GST.AC092835.FL	AC092835.FL	AC092835	Codebook clone	#N/A	#N/A	pTH13948	#N/A					#N/A		
378	pTH13954	pTH6838	GST.CASZ1.DBD.1	CASZ1.DBD.1	CASZ1	Codebook clone	#N/A	#N/A	pTH13954	#N/A					#N/A		
379	pTH13955	pTH6838	GST.CASZ1.DBD.2	CASZ1.DBD.2	CASZ1	Codebook clone	#N/A	#N/A	pTH13955	#N/A					#N/A		
386	pTH13962	pTH6838	GST.FAM170A.FL	FAM170A.FL	FAM170A	Codebook clone	#N/A	#N/A	pTH13962	#N/A					#N/A		
387	pTH13963	pTH6838	GST.FAM170A.DBD	FAM170A.DBD	FAM170A	Codebook clone	#N/A	#N/A	pTH13963	#N/A					#N/A		
388	pTH13964	pTH6838	GST.FIZ1.FL	FIZ1.FL	FIZ1	Codebook clone	#N/A	#N/A	pTH13964	#N/A					#N/A		
389	pTH13965	pTH6838	GST.JAZF1.FL	JAZF1.FL	JAZF1	Codebook clone	#N/A	#N/A	pTH13965	#N/A					#N/A		
390	pTH13966	pTH6838	GST.KAT7.DBD	KAT7.DBD	KAT7	Codebook clone	#N/A	#N/A	pTH13966	#N/A					#N/A		
391	pTH13967	pTH6838	GST.KIN.FL	KIN.FL	KIN	Codebook clone	#N/A	#N/A	pTH13967	#N/A					#N/A		
392	pTH13968	pTH6838	GST.KIN.DBD	KIN.DBD	KIN	Codebook clone	#N/A	#N/A	pTH13968	#N/A					#N/A		
393	pTH13969	pTH6838	GST.L3MBTL4.DBD	L3MBTL4.DBD	L3MBTL4	Codebook clone	#N/A	#N/A	pTH13969	#N/A					#N/A		
394	pTH13970	pTH6838	GST.MYT1.DBD.1	MYT1.DBD.1	MYT1	Codebook clone	#N/A	#N/A	pTH13970	#N/A					#N/A		
395	pTH13971	pTH6838	GST.MYT1.DBD.2	MYT1.DBD.2	MYT1	Codebook clone	#N/A	#N/A	pTH13971	#N/A					#N/A		
396	pTH13972	pTH6838	GST.PEG3.DBD.1	PEG3.DBD.1	PEG3	Codebook clone	#N/A	#N/A	pTH13972	#N/A					#N/A		
397	pTH13973	pTH6838	GST.PEG3.DBD.2	PEG3.DBD.2	PEG3	Codebook clone	#N/A	#N/A	pTH13973	#N/A					#N/A		
398	pTH13974	pTH6838	GST.PRDM10.DBD	PRDM10.DBD	PRDM10	Codebook clone	#N/A	#N/A	pTH13974	#N/A					#N/A		
399	pTH13975	pTH6838	GST.PRDM13.DBD	PRDM13.DBD	PRDM13	Codebook clone	#N/A	#N/A	pTH13975	#N/A					#N/A		
400	pTH13976	pTH6838	GST.PRDM2.DBD.1	PRDM2.DBD.1	PRDM2	Codebook clone	#N/A	#N/A	pTH13976	#N/A					#N/A		
401	pTH13977	pTH6838	GST.PRDM2.DBD.2	PRDM2.DBD.2	PRDM2	Codebook clone	#N/A	#N/A	pTH13977	#N/A					#N/A		
402	pTH13978	pTH6838	GST.PRDM5.DBD	PRDM5.DBD	PRDM5	Codebook clone	#N/A	#N/A	pTH13978	#N/A					#N/A		
403	pTH13979	pTH6838	GST.PRDM8.DBD	PRDM8.DBD	PRDM8	Codebook clone	#N/A	#N/A	pTH13979	#N/A					#N/A		
404	pTH13980	pTH6838	GST.PRMT3.FL	PRMT3.FL	PRMT3	Codebook clone	#N/A	#N/A	pTH13980	#N/A					#N/A		
405	pTH13981	pTH6838	GST.PRMT3.DBD	PRMT3.DBD	PRMT3	Codebook clone	#N/A	#N/A	pTH13981	#N/A					#N/A		
406	pTH13982	pTH6838	GST.RBSN.DBD	RBSN.DBD	RBSN	Codebook clone	#N/A	#N/A	pTH13982	#N/A					#N/A		
407	pTH13983	pTH6838	GST.RLF.DBD.1	RLF.DBD.1	RLF	Codebook clone	#N/A	#N/A	pTH13983	#N/A					#N/A		
408	pTH13984	pTH6838	GST.RLF.DBD.2	RLF.DBD.2	RLF	Codebook clone	#N/A	#N/A	pTH13984	#N/A					#N/A		
409	pTH13985	pTH6838	GST.SALL3.DBD.1	SALL3.DBD.1	SALL3	Codebook clone	#N/A	#N/A	pTH13985	#N/A					#N/A		
410	pTH13986	pTH6838	GST.SALL3.DBD.2	SALL3.DBD.2	SALL3	Codebook clone	#N/A	#N/A	pTH13986	#N/A					#N/A		
411	pTH13987	pTH6838	GST.SLC2A4RG.FL	SLC2A4RG.FL	SLC2A4RG	Codebook clone	#N/A	#N/A	pTH13987	#N/A					#N/A		
412	pTH13988	pTH6838	GST.SLC2A4RG.DBD	SLC2A4RG.DBD	SLC2A4RG	Codebook clone	#N/A	#N/A	pTH13988	#N/A					#N/A		
413	pTH13989	pTH6838	GST.TRAFD1.FL	TRAFD1.FL	TRAFD1	Codebook clone	#N/A	#N/A	pTH13989	#N/A					#N/A		
414	pTH13990	pTH6838	GST.TRAFD1.DBD	TRAFD1.DBD	TRAFD1	Codebook clone	#N/A	#N/A	pTH13990	#N/A					#N/A		
415	pTH13991	pTH6838	GST.TSHZ2.DBD.1	TSHZ2.DBD.1	TSHZ2	Codebook clone	#N/A	#N/A	pTH13991	#N/A					#N/A		
416	pTH13992	pTH6838	GST.TSHZ2.DBD.2	TSHZ2.DBD.2	TSHZ2	Codebook clone	#N/A	#N/A	pTH13992	#N/A					#N/A		
417	pTH13993	pTH6838	GST.ZBTB40.DBD	ZBTB40.DBD	ZBTB40	Codebook clone	#N/A	#N/A	pTH13993	#N/A					#N/A		
418	pTH13994	pTH6838	GST.ZBTB41.DBD	ZBTB41.DBD	ZBTB41	Codebook clone	#N/A	#N/A	pTH13994	#N/A					#N/A		
419	pTH13995	pTH6838	GST.ZBTB46.FL	ZBTB46.FL	ZBTB46	Codebook clone	#N/A	#N/A	pTH13995	#N/A					#N/A		
420	pTH13996	pTH6838	GST.ZBTB46.DBD	ZBTB46.DBD	ZBTB46	Codebook clone	#N/A	#N/A	pTH13996	#N/A					#N/A		
421	pTH13997	pTH6838	GST.ZBTB47.DBD	ZBTB47.DBD	ZBTB47	Codebook clone	#N/A	#N/A	pTH13997	#N/A					#N/A		
422	pTH13998	pTH6838	GST.ZBTB5.DBD	ZBTB5.DBD	ZBTB5	Codebook clone	#N/A	#N/A	pTH13998	#N/A					#N/A		
423	pTH13999	pTH6838	GST.ZBTB8A.FL	ZBTB8A.FL	ZBTB8A	Codebook clone	#N/A	#N/A	pTH13999	#N/A					#N/A		
424	pTH14000	pTH6838	GST.ZBTB8A.DBD	ZBTB8A.DBD	ZBTB8A	Codebook clone	#N/A	#N/A	pTH14000	#N/A					#N/A		
425	pTH14001	pTH6838	GST.ZBTB8B.FL	ZBTB8B.FL	ZBTB8B	Codebook clone	#N/A	#N/A	pTH14001	#N/A					#N/A		
426	pTH14002	pTH6838	GST.ZBTB8B.DBD	ZBTB8B.DBD	ZBTB8B	Codebook clone	#N/A	#N/A	pTH14002	#N/A					#N/A		
427	pTH14003	pTH6838	GST.ZFAT.DBD.1	ZFAT.DBD.1	ZFAT	Codebook clone	#N/A	#N/A	pTH14003	#N/A					#N/A		
428	pTH14004	pTH6838	GST.ZFAT.DBD.2	ZFAT.DBD.2	ZFAT	Codebook clone	#N/A	#N/A	pTH14004	#N/A					#N/A		
429	pTH14005	pTH6838	GST.ZFP91.FL	ZFP91.FL	ZFP91	Codebook clone	#N/A	#N/A	pTH14005	#N/A					#N/A		
430	pTH14006	pTH6838	GST.ZFP91.DBD	ZFP91.DBD	ZFP91	Codebook clone	#N/A	#N/A	pTH14006	#N/A					#N/A		
431	pTH14007	pTH6838	GST.ZFPM1.DBD.1	ZFPM1.DBD.1	ZFPM1	Codebook clone	#N/A	#N/A	pTH14007	#N/A					#N/A		
432	pTH14008	pTH6838	GST.ZFPM1.DBD.2	ZFPM1.DBD.2	ZFPM1	Codebook clone	#N/A	#N/A	pTH14008	#N/A					#N/A		
433	pTH14009	pTH6838	GST.ZFPM2.DBD	ZFPM2.DBD	ZFPM2	Codebook clone	#N/A	#N/A	pTH14009	#N/A					#N/A		
434	pTH14010	pTH6838	GST.ZKSCAN4.FL	ZKSCAN4.FL	ZKSCAN4	Codebook clone	#N/A	#N/A	pTH14010	#N/A					#N/A		
435	pTH14011	pTH6838	GST.ZKSCAN4.DBD	ZKSCAN4.DBD	ZKSCAN4	Codebook clone	#N/A	#N/A	pTH14011	#N/A					#N/A		
436	pTH14012	pTH6838	GST.ZMAT1.DBD	ZMAT1.DBD	ZMAT1	Codebook clone	#N/A	#N/A	pTH14012	#N/A					#N/A		
437	pTH14013	pTH6838	GST.ZMAT4.FL	ZMAT4.FL	ZMAT4	Codebook clone	#N/A	#N/A	pTH14013	#N/A					#N/A		
438	pTH14014	pTH6838	GST.ZNF107.DBD.1	ZNF107.DBD.1	ZNF107	Codebook clone	#N/A	#N/A	pTH14014	#N/A					#N/A		
439	pTH14015	pTH6838	GST.ZNF107.DBD.2	ZNF107.DBD.2	ZNF107	Codebook clone	#N/A	#N/A	pTH14015	#N/A					#N/A		
440	pTH14016	pTH6838	GST.ZNF131.DBD	ZNF131.DBD	ZNF131	Codebook clone	#N/A	#N/A	pTH14016	#N/A					#N/A		
441	pTH14017	pTH6838	GST.ZNF14.FL	ZNF14.FL	ZNF14	Codebook clone	#N/A	#N/A	pTH14017	#N/A					#N/A		
442	pTH14018	pTH6838	GST.ZNF142.DBD.1	ZNF142.DBD.1	ZNF142	Codebook clone	#N/A	#N/A	pTH14018	#N/A					#N/A		
443	pTH14019	pTH6838	GST.ZNF142.DBD.2	ZNF142.DBD.2	ZNF142	Codebook clone	#N/A	#N/A	pTH14019	#N/A					#N/A		
444	pTH14020	pTH6838	GST.ZNF160.DBD	ZNF160.DBD	ZNF160	Codebook clone	#N/A	#N/A	pTH14020	#N/A					#N/A		
445	pTH14021	pTH6838	GST.ZNF20.FL	ZNF20.FL	ZNF20	Codebook clone	#N/A	#N/A	pTH14021	#N/A					#N/A		
446	pTH14022	pTH6838	GST.ZNF207.FL	ZNF207.FL	ZNF207	Codebook clone	#N/A	#N/A	pTH14022	#N/A					#N/A		
447	pTH14023	pTH6838	GST.ZNF207.DBD	ZNF207.DBD	ZNF207	Codebook clone	#N/A	#N/A	pTH14023	#N/A					#N/A		
448	pTH14024	pTH6838	GST.ZNF208.DBD.1	ZNF208.DBD.1	ZNF208	Codebook clone	#N/A	#N/A	pTH14024	#N/A					#N/A		
449	pTH14025	pTH6838	GST.ZNF208.DBD.2	ZNF208.DBD.2	ZNF208	Codebook clone	#N/A	#N/A	pTH14025	#N/A					#N/A		
450	pTH14026	pTH6838	GST.ZNF208.DBD.3	ZNF208.DBD.3	ZNF208	Codebook clone	#N/A	#N/A	pTH14026	#N/A					#N/A		
451	pTH14027	pTH6838	GST.ZNF215.FL	ZNF215.FL	ZNF215	Codebook clone	#N/A	#N/A	pTH14027	#N/A					#N/A		
452	pTH14028	pTH6838	GST.ZNF215.DBD	ZNF215.DBD	ZNF215	Codebook clone	#N/A	#N/A	pTH14028	#N/A					#N/A		
453	pTH14029	pTH6838	GST.ZNF226.DBD	ZNF226.DBD	ZNF226	Codebook clone	#N/A	#N/A	pTH14029	#N/A					#N/A		
454	pTH14030	pTH6838	GST.ZNF229.DBD	ZNF229.DBD	ZNF229	Codebook clone	#N/A	#N/A	pTH14030	#N/A					#N/A		
455	pTH14031	pTH6838	GST.ZNF230.FL	ZNF230.FL	ZNF230	Codebook clone	#N/A	#N/A	pTH14031	#N/A					#N/A		
456	pTH14032	pTH6838	GST.ZNF230.DBD	ZNF230.DBD	ZNF230	Codebook clone	#N/A	#N/A	pTH14032	#N/A					#N/A		
457	pTH14033	pTH6838	GST.ZNF233.DBD	ZNF233.DBD	ZNF233	Codebook clone	#N/A	#N/A	pTH14033	#N/A					#N/A		
458	pTH14034	pTH6838	GST.ZNF234.FL	ZNF234.FL	ZNF234	Codebook clone	#N/A	#N/A	pTH14034	#N/A					#N/A		
459	pTH14035	pTH6838	GST.ZNF251.DBD	ZNF251.DBD	ZNF251	Codebook clone	#N/A	#N/A	pTH14035	#N/A					#N/A		
460	pTH14036	pTH6838	GST.ZNF275.FL	ZNF275.FL	ZNF275	Codebook clone	#N/A	#N/A	pTH14036	#N/A					#N/A		
461	pTH14037	pTH6838	GST.ZNF280B.FL	ZNF280B.FL	ZNF280B	Codebook clone	#N/A	#N/A	pTH14037	#N/A					#N/A		
462	pTH14038	pTH6838	GST.ZNF280B.DBD	ZNF280B.DBD	ZNF280B	Codebook clone	#N/A	#N/A	pTH14038	#N/A					#N/A		
463	pTH14039	pTH6838	GST.ZNF280D.DBD	ZNF280D.DBD	ZNF280D	Codebook clone	#N/A	#N/A	pTH14039	#N/A					#N/A		
464	pTH14040	pTH6838	GST.ZNF286B.FL	ZNF286B.FL	ZNF286B	Codebook clone	#N/A	#N/A	pTH14040	#N/A					#N/A		
465	pTH14041	pTH6838	GST.ZNF286B.DBD	ZNF286B.DBD	ZNF286B	Codebook clone	#N/A	#N/A	pTH14041	#N/A					#N/A		
466	pTH14042	pTH6838	GST.ZNF292.DBD.1	ZNF292.DBD.1	ZNF292	Codebook clone	#N/A	#N/A	pTH14042	#N/A					#N/A		
467	pTH14043	pTH6838	GST.ZNF292.DBD.2	ZNF292.DBD.2	ZNF292	Codebook clone	#N/A	#N/A	pTH14043	#N/A					#N/A		
468	pTH14044	pTH6838	GST.ZNF318.DBD	ZNF318.DBD	ZNF318	Codebook clone	#N/A	#N/A	pTH14044	#N/A					#N/A		
469	pTH14045	pTH6838	GST.ZNF326.FL	ZNF326.FL	ZNF326	Codebook clone	#N/A	#N/A	pTH14045	#N/A					#N/A		
470	pTH14046	pTH6838	GST.ZNF326.DBD	ZNF326.DBD	ZNF326	Codebook clone	#N/A	#N/A	pTH14046	#N/A					#N/A		
471	pTH14047	pTH6838	GST.ZNF335.DBD.1	ZNF335.DBD.1	ZNF335	Codebook clone	#N/A	#N/A	pTH14047	#N/A					#N/A		
472	pTH14048	pTH6838	GST.ZNF335.DBD.2	ZNF335.DBD.2	ZNF335	Codebook clone	#N/A	#N/A	pTH14048	#N/A					#N/A		
473	pTH14049	pTH6838	GST.ZNF347.DBD	ZNF347.DBD	ZNF347	Codebook clone	#N/A	#N/A	pTH14049	#N/A					#N/A		
474	pTH14050	pTH6838	GST.ZNF358.FL	ZNF358.FL	ZNF358	Codebook clone	#N/A	#N/A	pTH14050	#N/A					#N/A		
475	pTH14051	pTH6838	GST.ZNF358.DBD	ZNF358.DBD	ZNF358	Codebook clone	#N/A	#N/A	pTH14051	#N/A					#N/A		
476	pTH14052	pTH6838	GST.ZNF362.FL	ZNF362.FL	ZNF362	Codebook clone	#N/A	#N/A	pTH14052	#N/A					#N/A		
477	pTH14053	pTH6838	GST.ZNF362.DBD	ZNF362.DBD	ZNF362	Codebook clone	#N/A	#N/A	pTH14053	#N/A					#N/A		
478	pTH14054	pTH6838	GST.ZNF365.FL	ZNF365.FL	ZNF365	Codebook clone	#N/A	#N/A	pTH14054	#N/A					#N/A		
479	pTH14055	pTH6838	GST.ZNF385A.FL	ZNF385A.FL	ZNF385A	Codebook clone	#N/A	#N/A	pTH14055	#N/A					#N/A		
480	pTH14056	pTH6838	GST.ZNF385B.FL	ZNF385B.FL	ZNF385B	Codebook clone	#N/A	#N/A	pTH14056	#N/A					#N/A		
481	pTH14057	pTH6838	GST.ZNF385C.FL	ZNF385C.FL	ZNF385C	Codebook clone	#N/A	#N/A	pTH14057	#N/A					#N/A		
482	pTH14058	pTH6838	GST.ZNF395.FL	ZNF395.FL	ZNF395	Codebook clone	#N/A	#N/A	pTH14058	#N/A					#N/A		
483	pTH14059	pTH6838	GST.ZNF395.DBD	ZNF395.DBD	ZNF395	Codebook clone	#N/A	#N/A	pTH14059	#N/A					#N/A		
484	pTH14060	pTH6838	GST.ZNF407.DBD	ZNF407.DBD	ZNF407	Codebook clone	#N/A	#N/A	pTH14060	#N/A					#N/A		
485	pTH14061	pTH6838	GST.ZNF428.FL	ZNF428.FL	ZNF428	Codebook clone	#N/A	#N/A	pTH14061	#N/A					#N/A		
486	pTH14062	pTH6838	GST.ZNF428.DBD	ZNF428.DBD	ZNF428	Codebook clone	#N/A	#N/A	pTH14062	#N/A					#N/A		
487	pTH14063	pTH6838	GST.ZNF43.DBD.1	ZNF43.DBD.1	ZNF43	Codebook clone	#N/A	#N/A	pTH14063	#N/A					#N/A		
488	pTH14064	pTH6838	GST.ZNF43.DBD.2	ZNF43.DBD.2	ZNF43	Codebook clone	#N/A	#N/A	pTH14064	#N/A					#N/A		
489	pTH14065	pTH6838	GST.ZNF446.FL	ZNF446.FL	ZNF446	Codebook clone	#N/A	#N/A	pTH14065	#N/A					#N/A		
490	pTH14066	pTH6838	GST.ZNF446.DBD	ZNF446.DBD	ZNF446	Codebook clone	#N/A	#N/A	pTH14066	#N/A					#N/A		
491	pTH14067	pTH6838	GST.ZNF469.DBD	ZNF469.DBD	ZNF469	Codebook clone	#N/A	#N/A	pTH14067	#N/A					#N/A		
492	pTH14068	pTH6838	GST.ZNF470.DBD	ZNF470.DBD	ZNF470	Codebook clone	#N/A	#N/A	pTH14068	#N/A					#N/A		
493	pTH14069	pTH6838	GST.ZNF471.DBD	ZNF471.DBD	ZNF471	Codebook clone	#N/A	#N/A	pTH14069	#N/A					#N/A		
494	pTH14070	pTH6838	GST.ZNF474.FL	ZNF474.FL	ZNF474	Codebook clone	#N/A	#N/A	pTH14070	#N/A					#N/A		
495	pTH14071	pTH6838	GST.ZNF474.DBD	ZNF474.DBD	ZNF474	Codebook clone	#N/A	#N/A	pTH14071	#N/A					#N/A		
496	pTH14072	pTH6838	GST.ZNF48.FL	ZNF48.FL	ZNF48	Codebook clone	#N/A	#N/A	pTH14072	#N/A					#N/A		
497	pTH14073	pTH6838	GST.ZNF493.DBD.1	ZNF493.DBD.1	ZNF493	Codebook clone	#N/A	#N/A	pTH14073	#N/A					#N/A		
498	pTH14074	pTH6838	GST.ZNF493.DBD.2	ZNF493.DBD.2	ZNF493	Codebook clone	#N/A	#N/A	pTH14074	#N/A					#N/A		
499	pTH14075	pTH6838	GST.ZNF497.FL	ZNF497.FL	ZNF497	Codebook clone	#N/A	#N/A	pTH14075	#N/A					#N/A		
500	pTH14076	pTH6838	GST.ZNF500.FL	ZNF500.FL	ZNF500	Codebook clone	#N/A	#N/A	pTH14076	#N/A					#N/A		
501	pTH14077	pTH6838	GST.ZNF500.DBD	ZNF500.DBD	ZNF500	Codebook clone	#N/A	#N/A	pTH14077	#N/A					#N/A		
502	pTH14078	pTH6838	GST.ZNF503.DBD	ZNF503.DBD	ZNF503	Codebook clone	#N/A	#N/A	pTH14078	#N/A					#N/A		
503	pTH14079	pTH6838	GST.ZNF507.DBD.1	ZNF507.DBD.1	ZNF507	Codebook clone	#N/A	#N/A	pTH14079	#N/A					#N/A		
504	pTH14080	pTH6838	GST.ZNF507.DBD.2	ZNF507.DBD.2	ZNF507	Codebook clone	#N/A	#N/A	pTH14080	#N/A					#N/A		
505	pTH14081	pTH6838	GST.ZNF510.DBD	ZNF510.DBD	ZNF510	Codebook clone	#N/A	#N/A	pTH14081	#N/A					#N/A		
506	pTH14082	pTH6838	GST.ZNF516.DBD	ZNF516.DBD	ZNF516	Codebook clone	#N/A	#N/A	pTH14082	#N/A					#N/A		
507	pTH14083	pTH6838	GST.ZNF518B.DBD	ZNF518B.DBD	ZNF518B	Codebook clone	#N/A	#N/A	pTH14083	#N/A					#N/A		
508	pTH14084	pTH6838	GST.ZNF526.DBD.1	ZNF526.DBD.1	ZNF526	Codebook clone	#N/A	#N/A	pTH14084	#N/A					#N/A		
509	pTH14085	pTH6838	GST.ZNF526.DBD.2	ZNF526.DBD.2	ZNF526	Codebook clone	#N/A	#N/A	pTH14085	#N/A					#N/A		
510	pTH14086	pTH6838	GST.ZNF532.DBD.1	ZNF532.DBD.1	ZNF532	Codebook clone	#N/A	#N/A	pTH14086	#N/A					#N/A		
511	pTH14087	pTH6838	GST.ZNF532.DBD.2	ZNF532.DBD.2	ZNF532	Codebook clone	#N/A	#N/A	pTH14087	#N/A					#N/A		
512	pTH14088	pTH6838	GST.ZNF536.DBD.1	ZNF536.DBD.1	ZNF536	Codebook clone	#N/A	#N/A	pTH14088	#N/A					#N/A		
513	pTH14089	pTH6838	GST.ZNF536.DBD.2	ZNF536.DBD.2	ZNF536	Codebook clone	#N/A	#N/A	pTH14089	#N/A					#N/A		
514	pTH14090	pTH6838	GST.ZNF551.DBD	ZNF551.DBD	ZNF551	Codebook clone	#N/A	#N/A	pTH14090	#N/A					#N/A		
515	pTH14091	pTH6838	GST.ZNF568.DBD	ZNF568.DBD	ZNF568	Codebook clone	#N/A	#N/A	pTH14091	#N/A					#N/A		
516	pTH14092	pTH6838	GST.ZNF569.DBD	ZNF569.DBD	ZNF569	Codebook clone	#N/A	#N/A	pTH14092	#N/A					#N/A		
517	pTH14093	pTH6838	GST.ZNF57.FL	ZNF57.FL	ZNF57	Codebook clone	#N/A	#N/A	pTH14093	#N/A					#N/A		
518	pTH14094	pTH6838	GST.ZNF575.FL	ZNF575.FL	ZNF575	Codebook clone	#N/A	#N/A	pTH14094	#N/A					#N/A		
519	pTH14095	pTH6838	GST.ZNF575.DBD	ZNF575.DBD	ZNF575	Codebook clone	#N/A	#N/A	pTH14095	#N/A					#N/A		
520	pTH14096	pTH6838	GST.ZNF578.FL	ZNF578.FL	ZNF578	Codebook clone	#N/A	#N/A	pTH14096	#N/A					#N/A		
521	pTH14097	pTH6838	GST.ZNF578.DBD	ZNF578.DBD	ZNF578	Codebook clone	#N/A	#N/A	pTH14097	#N/A					#N/A		
522	pTH14098	pTH6838	GST.ZNF579.FL	ZNF579.FL	ZNF579	Codebook clone	#N/A	#N/A	pTH14098	#N/A					#N/A		
523	pTH14099	pTH6838	GST.ZNF587B.DBD	ZNF587B.DBD	ZNF587B	Codebook clone	#N/A	#N/A	pTH14099	#N/A					#N/A		
524	pTH14100	pTH6838	GST.ZNF592.DBD.1	ZNF592.DBD.1	ZNF592	Codebook clone	#N/A	#N/A	pTH14100	#N/A					#N/A		
525	pTH14101	pTH6838	GST.ZNF592.DBD.2	ZNF592.DBD.2	ZNF592	Codebook clone	#N/A	#N/A	pTH14101	#N/A					#N/A		
526	pTH14102	pTH6838	GST.ZNF598.DBD	ZNF598.DBD	ZNF598	Codebook clone	#N/A	#N/A	pTH14102	#N/A					#N/A		
527	pTH14103	pTH6838	GST.ZNF606.DBD	ZNF606.DBD	ZNF606	Codebook clone	#N/A	#N/A	pTH14103	#N/A					#N/A		
528	pTH14104	pTH6838	GST.ZNF608.DBD	ZNF608.DBD	ZNF608	Codebook clone	#N/A	#N/A	pTH14104	#N/A					#N/A		
529	pTH14105	pTH6838	GST.ZNF609.DBD	ZNF609.DBD	ZNF609	Codebook clone	#N/A	#N/A	pTH14105	#N/A					#N/A		
530	pTH14106	pTH6838	GST.ZNF618.DBD	ZNF618.DBD	ZNF618	Codebook clone	#N/A	#N/A	pTH14106	#N/A					#N/A		
531	pTH14107	pTH6838	GST.ZNF623.FL	ZNF623.FL	ZNF623	Codebook clone	#N/A	#N/A	pTH14107	#N/A					#N/A		
532	pTH14108	pTH6838	GST.ZNF630.DBD	ZNF630.DBD	ZNF630	Codebook clone	#N/A	#N/A	pTH14108	#N/A					#N/A		
533	pTH14109	pTH6838	GST.ZNF639.FL	ZNF639.FL	ZNF639	Codebook clone	#N/A	#N/A	pTH14109	#N/A					#N/A		
534	pTH14110	pTH6838	GST.ZNF639.DBD	ZNF639.DBD	ZNF639	Codebook clone	#N/A	#N/A	pTH14110	#N/A					#N/A		
535	pTH14111	pTH6838	GST.ZNF644.DBD	ZNF644.DBD	ZNF644	Codebook clone	#N/A	#N/A	pTH14111	#N/A					#N/A		
536	pTH14112	pTH6838	GST.ZNF646.DBD.1	ZNF646.DBD.1	ZNF646	Codebook clone	#N/A	#N/A	pTH14112	#N/A					#N/A		
537	pTH14113	pTH6838	GST.ZNF646.DBD.2	ZNF646.DBD.2	ZNF646	Codebook clone	#N/A	#N/A	pTH14113	#N/A					#N/A		
538	pTH14114	pTH6838	GST.ZNF646.DBD.3	ZNF646.DBD.3	ZNF646	Codebook clone	#N/A	#N/A	pTH14114	#N/A					#N/A		
539	pTH14115	pTH6838	GST.ZNF648.FL	ZNF648.FL	ZNF648	Codebook clone	#N/A	#N/A	pTH14115	#N/A					#N/A		
540	pTH14116	pTH6838	GST.ZNF648.DBD	ZNF648.DBD	ZNF648	Codebook clone	#N/A	#N/A	pTH14116	#N/A					#N/A		
541	pTH14117	pTH6838	GST.ZNF654.DBD	ZNF654.DBD	ZNF654	Codebook clone	#N/A	#N/A	pTH14117	#N/A					#N/A		
542	pTH14118	pTH6838	GST.ZNF66.FL	ZNF66.FL	ZNF66	Codebook clone	#N/A	#N/A	pTH14118	#N/A					#N/A		
543	pTH14119	pTH6838	GST.ZNF665.DBD	ZNF665.DBD	ZNF665	Codebook clone	#N/A	#N/A	pTH14119	#N/A					#N/A		
544	pTH14120	pTH6838	GST.ZNF668.DBD.1	ZNF668.DBD.1	ZNF668	Codebook clone	#N/A	#N/A	pTH14120	#N/A					#N/A		
545	pTH14121	pTH6838	GST.ZNF668.DBD.2	ZNF668.DBD.2	ZNF668	Codebook clone	#N/A	#N/A	pTH14121	#N/A					#N/A		
546	pTH14122	pTH6838	GST.ZNF672.FL	ZNF672.FL	ZNF672	Codebook clone	#N/A	#N/A	pTH14122	#N/A					#N/A		
547	pTH14123	pTH6838	GST.ZNF676.FL	ZNF676.FL	ZNF676	Codebook clone	#N/A	#N/A	pTH14123	#N/A					#N/A		
548	pTH14124	pTH6838	GST.ZNF678.FL	ZNF678.FL	ZNF678	Codebook clone	#N/A	#N/A	pTH14124	#N/A					#N/A		
