ID	TF	Peaks(/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.02/peaks-interval)	RawFiles(/mnt/space/hughes/March2022/)	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_MACS2-PE	QC.FRiP_GEM	QC.FRiP_SISSRS	QC.FRiP_CPICS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP997264	ZNF618	PEAKS997255	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13724_ZNF618_ChIP1_S99_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13724_ZNF618_ChIP1_S99_L001_R2_001.fastq.gz	1916	32	297	2007	185	0.002529102243996	3.66302730263991E-05	0.000133434583471	0.001506920432593	0.997391	1.010957	0.997768	473.104542	1.140314	42321142	84.3392160873431	50179672
EXP997265	ZNF630	PEAKS997256	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13726_ZNF630_ChIP1_S100_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13726_ZNF630_ChIP1_S100_L001_R2_001.fastq.gz	29	8	24	2238	225	0.000429761841276	3.35983613905792E-05	9.16318947015796E-06	0.001607520617589	0.997895	1.012029	0.998275	623.661013	1.137744	30327260	80.8596695358934	37506040
EXP997266	ZNF644	PEAKS997257	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13728_ZNF644_ChIP2_S101_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13728_ZNF644_ChIP2_S101_L001_R2_001.fastq.gz	117922	27248	9399	76	280	0.351871347708019	0.059201786223905	0.016807275273094	0.000795740104142	0.987124	1.184158	0.987849	86.323861	1.284716	58778554	88.6249718987998	66322790
EXP997267	ZNF654	PEAKS997258	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13731_ZNF654_ChIP1_S233_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13731_ZNF654_ChIP1_S233_L003_R2_001.fastq.gz	6	0	7	5747	210	2.52424425476451E-05	0	4.76272500898964E-06	0.005074365982078	0.998778	1.019433	0.998921	994.940421	1.19609	23407744	68.8403572655986	34002938
EXP997268	ZNF665	PEAKS997259	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13733_ZNF665_ChIP1_S102_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13733_ZNF665_ChIP1_S102_L001_R2_001.fastq.gz	7179	2250	2110	2341	255	0.012756619113443	0.004744286843378	0.001380605534273	0.004422021039485	0.996385	1.035618	0.996856	341.017816	1.219923	49625830	83.4887782864503	59440120
EXP997269	ZNF672	PEAKS997260	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13735_ZNF672_ChIP1_S103_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13735_ZNF672_ChIP1_S103_L001_R2_001.fastq.gz	1559	79	519	114	250	0.002109793620086	0.000177515734085	0.000253388053773	0.000240086843601	0.997604	1.010829	0.9977	445.92631	1.233223	44900762	86.5315486937909	51889470
EXP997270	ZNF678	PEAKS997261	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13737_ZNF678_ChIP1_S234_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13737_ZNF678_ChIP1_S234_L003_R2_001.fastq.gz	10	0	57	45	280	0.037067445427211	0	0.017474385648998	0.000441793539882	0.999206	1.093809	0.999281	1501.372608	1.201598	6707756	25.4572238942574	26349126
EXP997271	ZNF687	PEAKS997262	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13739_ZNF687_ChIP1_S104_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13739_ZNF687_ChIP1_S104_L001_R2_001.fastq.gz	8	0	6	710	235	0.000135321389517	0	1.9470703527629E-06	0.000495529404778	0.998025	1.010463	0.99833	639.575614	1.209118	33846124	78.5121230105046	43109424
EXP997272	ZNF689	PEAKS997263	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13741_ZNF689_ChIP2_S105_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13741_ZNF689_ChIP2_S105_L001_R2_001.fastq.gz	5543	3295	3636	21266	215	0.013121561812903	0.007363307795016	0.003324306965711	0.021490005697611	0.997574	1.039157	0.997859	499.838949	1.20267	30240408	75.7692466699189	39911190
EXP997273	ZNF699	PEAKS997264	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13743_ZNF699_ChIP1_S106_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13743_ZNF699_ChIP1_S106_L001_R2_001.fastq.gz	178	92	159	591	215	0.000791458289652	0.000293373916232	0.000140470154644	0.000617757840259	0.997936	1.010123	0.998241	604.315028	1.205946	33639592	83.1156060189474	40473256
EXP997274	ZNF703	PEAKS997265	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13746_ZNF703_ChIP1_S107_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13746_ZNF703_ChIP1_S107_L001_R2_001.fastq.gz	26	1	23	23	225	0.000175228779189	4.25066191370762E-06	1.45283817647619E-05	2.77244665117945E-05	0.997639	1.007294	0.997988	523.690387	1.276124	40199932	84.7719931080675	47421242
EXP997275	ZNF709	PEAKS997266	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13749_ZNF709_ChIP1_S108_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13749_ZNF709_ChIP1_S108_L001_R2_001.fastq.gz	278	167	267	19409	210	0.001829768467524	0.001030797917994	0.000375960153525	0.014607885377657	0.998344	1.0345	0.99853	742.271845	1.252147	24872278	75.0169549332054	33155542
EXP997276	ZNF721	PEAKS997267	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13751_ZNF721_ChIP4_S109_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13751_ZNF721_ChIP4_S109_L001_R2_001.fastq.gz	8432	3577	5994	7840	275	0.049932676121005	0.017440496146507	0.01330395230772	0.010468952045828	0.993227	1.106079	0.994483	208.889121	1.315142	37559502	76.1557889102238	49319300
EXP997277	ZNF726	PEAKS997268	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13753_ZNF726_ChIP1_S110_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13753_ZNF726_ChIP1_S110_L001_R2_001.fastq.gz	172	129	194	275	260	0.001228085144653	0.000539074589068	0.000190693960982	0.000703776976531	0.997556	1.013158	0.997927	516.546712	1.271383	40518748	82.1429728427995	49327102
EXP997278	ZNF732	PEAKS997269	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13756_ZNF732_ChIP1_S111_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13756_ZNF732_ChIP1_S111_L001_R2_001.fastq.gz	8748	5385	4909	18331	255	0.022010345582078	0.01520663831137	0.004639416592983	0.025977923501594	0.995376	1.099718	0.996389	322.308343	1.517723	36760404	81.5937272781391	45052978
EXP997279	ZNF763	PEAKS997270	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13759_ZNF763_ChIP1_S112_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13759_ZNF763_ChIP1_S112_L001_R2_001.fastq.gz	190	11	133	4363	245	0.000537458277032	3.0467627562788E-05	6.76194795398611E-05	0.00308026160189	0.997918	1.012128	0.998253	612.438986	1.214828	33003504	79.7230685658647	41397684
EXP997280	ZNF773	PEAKS997271	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13761_ZNF773_ChIP2_S113_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13761_ZNF773_ChIP2_S113_L002_R2_001.fastq.gz	402	97	288	331	235	0.00146599559814	0.000215922702479	0.000163555694053	0.00047119082072	0.997103	1.011117	0.997623	448.807645	1.248581	47971404	84.5222644368947	56755938
EXP997281	ZNF780B	PEAKS997272	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13763_ZNF780B_ChIP2_S114_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13763_ZNF780B_ChIP2_S114_L002_R2_001.fastq.gz	939	732	972	3180	205	0.012417403616852	0.010729870495496	0.004588342938527	0.014165176205617	0.995292	1.250842	0.997542	595.964179	1.27002	13323264	55.5372959129228	23989760
EXP997282	ZNF700	PEAKS997273	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13745_ZNF700_ChIP2_S115_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13745_ZNF700_ChIP2_S115_L002_R2_001.fastq.gz	27	12	37	72	215	0.001086568303857	2.13218631459678E-05	2.06290950293118E-05	9.12144686930391E-05	0.99771	1.009754	0.998199	603.789545	1.228359	36696168	81.2718175051199	45152390
EXP997283	ZNF646	PEAKS997274	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13729_ZNF646_ChIP2_S116_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13729_ZNF646_ChIP2_S116_L002_R2_001.fastq.gz	37141	15332	14880	70609	240	0.115081746470313	0.044357841578002	0.027193843218179	0.078193922013664	0.992574	1.309703	0.993361	166.678432	1.113047	31434728	78.0773884634923	40260988
EXP997284	ZNF800	PEAKS997275	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13766_ZNF800_ChIP2_S117_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13766_ZNF800_ChIP2_S117_L002_R2_001.fastq.gz	48727	8542	17087	16237	255	0.175519070912507	0.025178228103775	0.040669509702724	0.020357768389514	0.993858	1.122911	0.994212	179.294221	1.134281	37931100	75.5839573129812	50184062
EXP997285	ZNF814	PEAKS997276	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13769_ZNF814_ChIP2_S118_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13769_ZNF814_ChIP2_S118_L002_R2_001.fastq.gz	353	48	274	8946	215	0.002265777902522	0.000523401877337	0.000517287596181	0.006331483714758	0.998039	1.015529	0.998439	706.423101	1.160678	29713494	74.3886415817907	39943590
EXP997286	ZNF831	PEAKS997277	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13772_ZNF831_ChIP2_S119_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13772_ZNF831_ChIP2_S119_L002_R2_001.fastq.gz	300	41	265	23267	200	0.000738823343571	9.6910751739124E-05	0.000219623991129	0.016785426754975	0.998708	1.017761	0.998785	858.036701	1.20892	24476980	66.9698264255156	36549266
EXP997287	ZNF841	PEAKS997278	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13774_ZNF841_ChIP2_S120_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13774_ZNF841_ChIP2_S120_L002_R2_001.fastq.gz	41188	2957	6433	45267	250	0.08222666882193	0.008723577981558	0.007121832374452	0.037967908625582	0.995836	1.052536	0.996748	340.562107	1.209989	33921750	72.665821941504	46681850
EXP997288	ZNF845	PEAKS997279	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13776_ZNF845_ChIP2_S121_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13776_ZNF845_ChIP2_S121_L002_R2_001.fastq.gz	2732	1852	2055	19171	230	0.016320439639923	0.011819242178002	0.003457765912285	0.024552914888956	0.994319	1.150233	0.996341	366.65246	1.32872	29587836	74.4254645768997	39754990
EXP997289	ZNF865	PEAKS997280	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13779_ZNF865_ChIP2_S122_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13779_ZNF865_ChIP2_S122_L002_R2_001.fastq.gz	89699	84996	22788	93753	245	0.675014551757233	0.53629958483099	0.09557421720484	0.501663041020255	0.870622	6.210027	0.907601	14.455702	1.288704	32411524	69.2712456205256	46789290
EXP997290	ZGPAT	PEAKS997281	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13794_ZGPAT_ChIP1_S123_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13794_ZGPAT_ChIP1_S123_L002_R2_001.fastq.gz	50	7	35	11	215	0.000112212530415	6.76688043928469E-06	1.59463008612709E-05	1.66524101245006E-05	0.997479	1.009062	0.997868	494.88462	1.212938	44825644	83.6826435337871	53566238
EXP997291	GATAD2A	PEAKS997282	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13808_GATAD2A_ChIP1_S124_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13808_GATAD2A_ChIP1_S124_L002_R2_001.fastq.gz	36581	392	11373	1658	310	0.100953216658198	0.001315728265509	0.015082119898534	0.002807819025339	0.995694	1.037158	0.995866	247.642435	1.21942	54278304	88.433175520476	61377762
EXP997292	HSFX1	PEAKS997283	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13825_HSFX1_ChIP2_S125_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13825_HSFX1_ChIP2_S125_L002_R2_001.fastq.gz	2	0	1	17	240	1.57046681545567E-05	0	1.03883018921191E-06	1.18548856886537E-05	0.99771	1.007369	0.997967	515.627897	1.18661	45075432	87.5134705383847	51506850
EXP997293	MSANTD1	PEAKS997284	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13827_MSANTD1_ChIP1_S126_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13827_MSANTD1_ChIP1_S126_L002_R2_001.fastq.gz	116792	49103	25744	105508	235	0.267832521009783	0.096447190818615	0.031353863052901	0.145200248219293	0.990401	1.287405	0.990902	114.85127	1.197516	40134626	86.8311591049836	46221456
EXP997294	MBD4	PEAKS997285	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13829_MBD4_ChIP1_S127_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13829_MBD4_ChIP1_S127_L002_R2_001.fastq.gz	40113	42	3121	3	315	0.061867818536111	0.000102485910206	0.002721243120847	1.21577354090197E-05	0.996417	1.016241	0.996464	285.607869	1.266727	56849570	87.8500770923095	64712032
EXP997295	PIN1	PEAKS997286	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13831_PIN1_ChIP2_S128_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13831_PIN1_ChIP2_S128_L002_R2_001.fastq.gz	19874	36	3523	126	210	0.03844235942663	3.535240016748E-05	0.002634896784814	0.000194039489641	0.997015	1.013096	0.997254	371.446397	1.217391	53012958	87.5953845806092	60520264
EXP997296	BAZ2B	PEAKS997287	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14547_BAZ2B_ChIP1_S129_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14547_BAZ2B_ChIP1_S129_L002_R2_001.fastq.gz	13248	56	2451	2266	245	0.024682889760269	9.35711150326982E-05	0.001878767065905	0.002113560699797	0.997286	1.0126	0.997614	435.33017	1.197066	46016056	86.4677139990638	53217616
EXP997297	MSANTD4	PEAKS997288	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13838_MSANTD4_ChIP1_S130_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13838_MSANTD4_ChIP1_S130_L002_R2_001.fastq.gz	34499	7751	10961	2525	265	0.077516028326055	0.011380948179442	0.01034016004878	0.004677435413276	0.99621	1.037348	0.99629	273.388333	1.222188	51510056	89.17467997214	57763096
EXP997298	MYSM1	PEAKS997289	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13840_MYSM1_ChIP2_S131_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13840_MYSM1_ChIP2_S131_L002_R2_001.fastq.gz	157	95	156	1331	220	0.00148865040836	0.000338060698713	0.000217457888911	0.00131755327698	0.997843	1.013586	0.998171	593.376745	1.254003	37255206	82.52248728113	45145520
EXP997299	TTF1	PEAKS997290	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_ChIP2_S132_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_ChIP2_S132_L002_R2_001.fastq.gz	48039	37707	11301	28530	260	0.273648552225241	0.174575468875892	0.032304714414407	0.132237684575188	0.948412	2.351838	0.966668	41.488913	1.365542	51621102	86.9699666869345	59355090
EXP997300	NFX1	PEAKS997291	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_ChIP2_S133_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_ChIP2_S133_L002_R2_001.fastq.gz	5	0	0	37	220	0.000120930275886	0	0	2.59014588087851E-05	0.997461	1.008309	0.997808	478.839063	1.178715	48582680	86.7763961360806	55986054
EXP997301	SOX15	PEAKS997292	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15548_SOX15_ChIP2_S134_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15548_SOX15_ChIP2_S134_L002_R2_001.fastq.gz	30092	12189	10569	21562	260	0.056023018644528	0.020962832285836	0.009107454620483	0.028694724099251	0.996336	1.058848	0.996496	294.363369	1.21171	44776966	85.9909585461312	52071714
EXP997302	FOSL2	PEAKS997293	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15550_FOSL2_ChIP2_S135_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15550_FOSL2_ChIP2_S135_L002_R2_001.fastq.gz	79570	51327	17245	68706	265	0.175096842491594	0.106546233668711	0.018146184741203	0.119624435339204	0.990671	1.269036	0.991253	120.616416	1.468263	46248078	87.6344823597815	52773836
EXP997303	LHX6	PEAKS997294	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15552_LHX6_ChIP2_S136_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15552_LHX6_ChIP2_S136_L002_R2_001.fastq.gz	18640	6581	7318	14756	250	0.035708077795686	0.011821939820069	0.005900109844407	0.018198133100115	0.996804	1.040156	0.997087	357.48821	1.286402	44472350	87.0025048041547	51116172
EXP997304	GCM1	PEAKS997295	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15554_GCM1_ChIP2_S137_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15554_GCM1_ChIP2_S137_L002_R2_001.fastq.gz	77672	61577	15446	60558	240	0.366138758280139	0.21853828363149	0.04177014757219	0.185691127254606	0.951981	2.292434	0.965297	36.671751	1.288995	46199670	84.1141623043512	54924960
EXP997305	RXRA	PEAKS997296	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15556_RXRA_ChIP2_S138_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15556_RXRA_ChIP2_S138_L002_R2_001.fastq.gz	445	14	220	400	245	0.000755767996571	2.17250884260081E-05	0.000105455999521	0.00036339100163	0.997424	1.008935	0.997789	475.552996	1.227909	46312798	86.523543836576	53526238
EXP997306	NR1H4	PEAKS997297	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15558_NR1H4_ChIP2_S139_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15558_NR1H4_ChIP2_S139_L002_R2_001.fastq.gz	8410	432	2595	1653	230	0.013628045366178	0.000774448211257	0.001515136985645	0.002212028218179	0.997234	1.015685	0.997527	420.42204	1.208187	47893960	85.3923417122878	56086950
EXP997307	NFKB1	PEAKS997298	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15560_NFKB1_ChIP2_S140_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15560_NFKB1_ChIP2_S140_L002_R2_001.fastq.gz	40186	30154	19354	54713	245	0.143118616518638	0.109737000712925	0.032723871051574	0.133227138964767	0.97839	1.767312	0.984635	84.740668	1.725558	37431988	82.2117678478792	45531180
EXP997308	SRY	PEAKS997299	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15563_SRY_ChIP2_S141_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15563_SRY_ChIP2_S141_L002_R2_001.fastq.gz	25821	497	4840	1630	260	0.038685267376429	0.000958209511963	0.003282678481418	0.002545876834057	0.996232	1.023565	0.996423	286.907643	1.280313	60530946	88.9632476565833	68040396
EXP997309	OCT4/POU5F1	PEAKS997300	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15565_OCT4_POU5F1_ChIP2_S142_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15565_OCT4_POU5F1_ChIP2_S142_L002_R2_001.fastq.gz	1442	90	525	233	285	0.002335716163613	0.000205330241202	0.000266292595639	0.000389075293204	0.996915	1.008965	0.997161	364.559092	1.296323	60259846	88.5199471088292	68074878
EXP997310	YY1	PEAKS997301	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15567_YY1_ChIP2_S143_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15567_YY1_ChIP2_S143_L002_R2_001.fastq.gz	35004	11501	9332	7252	280	0.069750394565087	0.025254055357273	0.008730859067756	0.014011039069801	0.994586	1.092042	0.994916	207.181448	1.588304	55269022	86.7490335088864	63711398
EXP997311	THAP10	PEAKS997302	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13902_THAP10_ChIP2_S144_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13902_THAP10_ChIP2_S144_L002_R2_001.fastq.gz	13866	86	2032	146	280	0.02412839673899	0.000163906857715	0.001235755110247	0.00025529258429	0.996546	1.012371	0.996693	309.339274	1.230709	66402118	87.3917288525408	75982154
EXP997312	THAP5	PEAKS997303	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13906_THAP5_ChIP2_S145_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13906_THAP5_ChIP2_S145_L002_R2_001.fastq.gz	48	21	37	5	275	0.000205533607132	6.13345273237072E-05	2.88658603469676E-05	9.20234946399569E-06	0.99695	1.005858	0.997182	365.197407	1.15332	64124998	87.9487243491451	72911800
EXP997313	THAP7	PEAKS997304	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13908_THAP7_ChIP2_S146_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13908_THAP7_ChIP2_S146_L002_R2_001.fastq.gz	28	6	13	4990	210	0.000802771322879	1.04126196285044E-05	1.06625224995885E-05	0.003209002767591	0.99789	1.01263	0.998344	651.898066	1.266575	32775488	75.188009665031	43591376
EXP997314	THAP9	PEAKS997305	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13910_THAP9_ChIP2_S147_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13910_THAP9_ChIP2_S147_L002_R2_001.fastq.gz	150	60	144	150	220	0.000427711163176	0.000137263340648	9.4572583403049E-05	0.000260664741297	0.99707	1.00967	0.997499	419.176514	1.161645	56040984	82.4285071015089	67987382
EXP997315	BRF2	PEAKS997306	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13849_BRF2_ChIP1_S148_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13849_BRF2_ChIP1_S148_L002_R2_001.fastq.gz	39	12	33	49	235	0.000538117725742	2.9997082908444E-05	1.56916348670788E-05	6.11031152774589E-05	0.997328	1.009988	0.997761	470.621695	1.277942	49037848	83.0388401416938	59054110
EXP997316	CENPA	PEAKS997307	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13851_CENPA_ChIP2_S149_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13851_CENPA_ChIP2_S149_L002_R2_001.fastq.gz	70701	47	4052	1	260	0.111299084258454	7.71883153425078E-05	0.002111178185911	1.71893385174195E-06	0.995629	1.018213	0.995719	236.464397	1.193983	66835442	89.3018781155741	74842146
EXP997317	CENPT	PEAKS997308	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13853_CENPT_ChIP2_S150_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13853_CENPT_ChIP2_S150_L002_R2_001.fastq.gz	10	1	5	19704	220	0.000135101607927	9.23505614862256E-06	3.21670495064381E-06	0.012376012885913	0.998598	1.015244	0.998697	805.521703	1.252304	23883160	80.3728537768359	29715456
