ID	TF	Peaks(/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.02/peaks-interval)	RawFiles(/mnt/space/hughes/March2022/)	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_MACS2-PE	QC.FRiP_GEM	QC.FRiP_SISSRS	QC.FRiP_CPICS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP997490	MYRFL	PEAKS997462	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13844_MYRFL_ChIP2_S301_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13844_MYRFL_ChIP2_S301_L003_R2_001.fastq.gz	88787	22853	18200	36590	250	0.197045683112137	0.040413124757791	0.0222491828186	0.045009709071283	0.993902	1.115819	0.994218	178.648795	1.169016	47360466	85.1564614112869	55615822
EXP997491	SP100	PEAKS997463	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13897_SP100_ChIP1_S302_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13897_SP100_ChIP1_S302_L003_R2_001.fastq.gz	14323	472	5248	62212	235	0.096481534827126	0.034899188820417	0.029806604923612	0.046215700980672	0.962895	1.080371	0.992467	227.16967	1.131235	31859290	52.1344680332987	61109840
EXP997492	SOX2	PEAKS997464	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_ChIP2_S303_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_ChIP2_S303_L003_R2_001.fastq.gz	84997	60224	13329	56681	270	0.252192868513041	0.144186066671674	0.024755570827797	0.120237738544113	0.985605	1.454231	0.986494	78.46478	1.215585	52714148	87.4145490938257	60303632
EXP997493	JUNB	PEAKS997465	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15551_JUNB_ChIP2_S304_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15551_JUNB_ChIP2_S304_L003_R2_001.fastq.gz	13695	5081	6708	16355	205	0.026541241631376	0.007842853333269	0.005069315131978	0.017954941304413	0.997327	1.033553	0.997481	411.406704	1.199198	42623104	80.3614107193184	53039268
EXP997494	VDR	PEAKS997466	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_ChIP2_S305_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_ChIP2_S305_L003_R2_001.fastq.gz	1492	167	942	10505	235	0.00304562743581	0.000492015501935	0.000662506420676	0.008766234701079	0.998163	1.011453	0.998358	635.458967	1.116047	29019142	87.6257384996726	33117144
EXP997495	RORB	PEAKS997467	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15555_RORB_ChIP2_S306_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15555_RORB_ChIP2_S306_L003_R2_001.fastq.gz	1577	62	743	5918	210	0.002507131260953	0.000113239496321	0.000447523664448	0.004590312059999	0.997826	1.012648	0.998141	569.336819	1.198842	38749180	80.686076461868	48024618
EXP997496	RARA	PEAKS997468	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15557_RARA_ChIP2_S307_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15557_RARA_ChIP2_S307_L003_R2_001.fastq.gz	11370	1736	4495	52825	210	0.024565426585467	0.003062809219715	0.004154488825028	0.041730464832542	0.998197	1.034278	0.998281	601.643647	1.156888	27526234	74.613756604004	36891634
EXP997497	PAX7	PEAKS997469	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15559_PAX7_ChIP2_S308_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15559_PAX7_ChIP2_S308_L003_R2_001.fastq.gz	17364	9116	7792	12939	225	0.030600795993406	0.014129984841683	0.005701465213116	0.018411550583159	0.996567	1.040697	0.996915	338.14736	1.218153	51120898	84.7298676288133	60333976
EXP997498	MAX	PEAKS997470	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15562_MAX_ChIP2_S309_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15562_MAX_ChIP2_S309_L003_R2_001.fastq.gz	19844	200	6114	448	250	0.041287590141041	0.000269867649128	0.005049256117823	0.000749015165667	0.996809	1.019799	0.996954	335.745173	1.130846	56116054	86.4670345749467	64898784
EXP997499	MYF6	PEAKS997471	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_ChIP1_S378_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_ChIP1_S378_L004_R2_001.fastq.gz	115932	65599	26472	71049	215	0.350776129399843	0.158473250441628	0.044359521202961	0.161920828193113	0.983169	1.574877	0.984102	66.434337	1.188575	37772104	82.0655537977853	46026746
EXP997500	LEF1	PEAKS997472	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_ChIP2_S310_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_ChIP2_S310_L003_R2_001.fastq.gz	1202	55	535	9200	225	0.001929520668254	8.59596090473117E-05	0.000323711308217	0.007061267396862	0.99793	1.013375	0.998267	614.671863	1.253274	37335904	77.497432589971	48176956
EXP997501	MGA	PEAKS997473	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14549_MGA_ChIP1_S311_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14549_MGA_ChIP1_S311_L003_R2_001.fastq.gz	27841	10670	12688	20168	235	0.085988207336111	0.024279431115	0.019062353958895	0.026897018027066	0.995192	1.103682	0.995629	240.868931	1.145153	43787342	80.6830984205237	54270774
EXP997502	THAP4	PEAKS997474	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13905_THAP4_ChIP2_S312_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13905_THAP4_ChIP2_S312_L003_R2_001.fastq.gz	200	95	209	4306	190	0.00086881021106	0.000244236855405	0.000205215831288	0.00328321633082	0.997932	1.012951	0.99826	612.188815	1.216033	36338066	76.1090489176001	47744738
EXP997503	THAP6	PEAKS997475	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13907_THAP6_ChIP2_S313_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13907_THAP6_ChIP2_S313_L003_R2_001.fastq.gz	16911	7779	8808	3100	295	0.066034795704557	0.027720300260085	0.012429292037379	0.008062961025386	0.994574	1.113685	0.994892	206.563184	1.320034	48298636	87.0234404166288	55500720
EXP997504	THAP8	PEAKS997476	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13909_THAP8_ChIP2_S314_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13909_THAP8_ChIP2_S314_L003_R2_001.fastq.gz	3400	219	1392	1616	195	0.005497969702755	0.000381781555934	0.000884191514632	0.001724295767144	0.997208	1.012326	0.997569	430.75159	1.203465	52340986	83.914289628899	62374342
EXP997505	AEBP1	PEAKS997477	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13847_AEBP1_ChIP1_S315_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13847_AEBP1_ChIP1_S315_L003_R2_001.fastq.gz	10	0	0	0	250	0.000325475589635	0	0	0	0.99706	1.008334	0.997402	403.044231	1.254641	62584420	87.4522243169713	71564126
EXP997506	CC2D1A	PEAKS997478	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13850_CC2D1A_ChIP1_S316_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13850_CC2D1A_ChIP1_S316_L003_R2_001.fastq.gz	8	0	2	15	220	0.000272692031667	0	7.52599903403802E-06	1.1477148526908E-05	0.997792	1.008777	0.99802	533.283059	1.274642	44579148	84.6574295758453	52658282
EXP997507	CENPS	PEAKS997479	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13852_CENPS_ChIP2_S317_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13852_CENPS_ChIP2_S317_L003_R2_001.fastq.gz	114	55	73	194	205	0.00066161323349	0.000371795337954	5.57393333096258E-05	0.000286687968815	0.997553	1.011518	0.997981	533.548452	1.231518	43102676	79.0248042543286	54543224
EXP997508	CENPX	PEAKS997480	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13854_CENPX_ChIP2_S318_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13854_CENPX_ChIP2_S318_L003_R2_001.fastq.gz	7	1	4	0	205	2.25364398241578E-05	2.49849665456294E-06	1.34918819346399E-06	0	0.997194	1.006806	0.997452	407.999877	1.130793	59471784	84.3781356206391	70482458
EXP997509	CSRNP1	PEAKS997481	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13857_CSRNP1_ChIP2_S319_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13857_CSRNP1_ChIP2_S319_L003_R2_001.fastq.gz	3612	18	595	222	215	0.004757716481743	3.60233283487877E-05	0.000281119092385	0.000234705433605	0.997137	1.009378	0.997442	405.340221	1.137188	56779358	84.8689328153609	66902406
EXP997510	CSRNP3	PEAKS997482	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13859_CSRNP3_ChIP2_S320_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13859_CSRNP3_ChIP2_S320_L003_R2_001.fastq.gz	1545	101	699	9188	190	0.002814961663601	0.000199643880327	0.000565089360669	0.007177547002409	0.998269	1.018392	0.998384	648.313955	1.277319	34588508	72.2663081735446	47862564
EXP997511	DACH2	PEAKS997483	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13861_DACH2_ChIP2_S321_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13861_DACH2_ChIP2_S321_L003_R2_001.fastq.gz	16	0	16	458	200	0.000979126281591	0	3.84081841062416E-05	0.000722412756939	0.998618	1.033715	0.998774	875.823031	1.154252	15355134	39.5588970287419	38815880
EXP997512	DRAP1	PEAKS997484	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13863_DRAP1_ChIP2_S322_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13863_DRAP1_ChIP2_S322_L003_R2_001.fastq.gz	19843	5002	8631	7821	205	0.041083158392917	0.008474701232911	0.007681040328072	0.01050291299976	0.996764	1.037163	0.996968	340.394173	1.149101	48867466	83.1199623238002	58791492
EXP997513	YY1	PEAKS997485	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15832_YY1_ChIP1_S323_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15832_YY1_ChIP1_S323_L003_R2_001.fastq.gz	18849	5673	7344	7861	230	0.042268497080411	0.010309052513516	0.00727223686005	0.010607032852768	0.996411	1.044061	0.996726	319.387057	1.209567	50721908	83.6596983442402	60628844
EXP997514	KCNIP3	PEAKS997486	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13867_KCNIP3_ChIP2_S324_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13867_KCNIP3_ChIP2_S324_L003_R2_001.fastq.gz	16738	58	3406	277	210	0.04611601673869	7.60388235279193E-05	0.002885893484906	0.000423548932625	0.997717	1.013158	0.997915	491.608354	1.153488	41812684	84.0419977998932	49752130
EXP997515	PA2G4	PEAKS997487	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13871_PA2G4_ChIP2_S325_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13871_PA2G4_ChIP2_S325_L003_R2_001.fastq.gz	14	1	10	439	210	0.000238004981884	3.74810995093465E-06	5.42829717031915E-06	0.000302433699489	0.997697	1.01248	0.997919	505.193125	1.250819	43435306	81.8205587478776	53086054
EXP997516	PCGF6	PEAKS997488	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13873_PCGF6_ChIP2_S326_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13873_PCGF6_ChIP2_S326_L003_R2_001.fastq.gz	7098	1935	3861	17064	220	0.015861143106804	0.003437264169679	0.003654049330738	0.0154960479803	0.997915	1.026211	0.998078	546.241704	1.283782	36223166	78.3364801430919	46240482
EXP997517	PLSCR1	PEAKS997489	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13875_PLSCR1_ChIP2_S327_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13875_PLSCR1_ChIP2_S327_L003_R2_001.fastq.gz	23	24	71	299	220	9.09010170146736E-05	3.34761103578805E-05	3.23015099944461E-05	0.000266242749045	0.997726	1.009014	0.998071	548.928458	1.154736	43505436	83.3289330938868	52209280
EXP997518	PURB	PEAKS997490	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13877_PURB_ChIP1_S328_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13877_PURB_ChIP1_S328_L003_R2_001.fastq.gz	17	1	3	5	200	0.000131356898981	2.64238249401271E-06	9.1467086331209E-07	4.26846402878977E-06	0.997145	1.010783	0.997431	406.291095	1.234026	61241020	82.3682173512028	74350304
EXP997519	RBCK1	PEAKS997491	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13880_RBCK1_ChIP2_S329_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13880_RBCK1_ChIP2_S329_L003_R2_001.fastq.gz	9	1	0	2147	200	0.000106394886306	4.41306089502491E-06	0	0.00143103529205	0.99825	1.013222	0.998402	659.402105	1.244708	34134574	78.8654644895353	43282030
EXP997520	SKIL	PEAKS997492	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13886_SKIL_ChIP1_S330_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13886_SKIL_ChIP1_S330_L003_R2_001.fastq.gz	50	12	50	1441	200	0.000277127102221	2.25300916228376E-05	3.35510033145043E-05	0.00101029674014	0.997784	1.010545	0.998127	568.101091	1.253441	41621802	79.5169772477045	52343290
EXP997521	SKI	PEAKS997493	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13885_SKI_ChIP1_S331_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13885_SKI_ChIP1_S331_L003_R2_001.fastq.gz	29	0	9	10409	190	0.002312597974255	0	1.13148804446557E-05	0.007899831408281	0.99887	1.022649	0.998961	1018.121191	1.212081	21532992	60.1432478460788	35802842
EXP997522	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13884_SCMH1_INPUT2_S379_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13884_SCMH1_INPUT2_S379_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	255	CONTROL	CONTROL	CONTROL	CONTROL	0.997579	1.007576	0.997867	490.680736	1.22415	47596184	85.1809061784517	55876588
EXP997523	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_INPUT2_S380_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_INPUT2_S380_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	225	CONTROL	CONTROL	CONTROL	CONTROL	0.997518	1.008048	0.997899	501.169933	1.340496	45590862	85.150350936455	53541602
EXP997524	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_INPUT1_S381_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_INPUT1_S381_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	190	CONTROL	CONTROL	CONTROL	CONTROL	0.997373	1.004112	0.997525	411.596853	1.198183	57993394	90.4615408709213	64108342
EXP997525	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_INPUT1_S382_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_INPUT1_S382_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	210	CONTROL	CONTROL	CONTROL	CONTROL	0.998489	1.015278	0.998654	790.163086	1.394708	26746368	79.8809847643439	33482772
EXP997526	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_INPUT2_S383_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_INPUT2_S383_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	220	CONTROL	CONTROL	CONTROL	CONTROL	0.99775	1.008722	0.998069	548.738502	1.285897	41438770	85.1507272198913	48665198
EXP997527	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16502_EGFP_INPUT2_S384_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16502_EGFP_INPUT2_S384_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	205	CONTROL	CONTROL	CONTROL	CONTROL	0.997418	1.009608	0.99787	503.412137	1.281506	46872246	84.843726683574	55245388
EXP997528	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13879_RAG1_INPUT1_S385_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13879_RAG1_INPUT1_S385_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	225	CONTROL	CONTROL	CONTROL	CONTROL	0.998036	1.009496	0.998248	601.974061	1.226053	38444284	82.4688313709769	46616744
EXP997529	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13642_SALL3_2020_INPUT1_S386_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13642_SALL3_2020_INPUT1_S386_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	250	CONTROL	CONTROL	CONTROL	CONTROL	0.997391	1.008126	0.997731	462.24395	1.28477	49382694	83.8264941231973	58910604
EXP997530	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16501_CTCF_2020_INPUT1_S387_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16501_CTCF_2020_INPUT1_S387_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	225	CONTROL	CONTROL	CONTROL	CONTROL	0.997184	1.008854	0.997579	437.203506	1.169915	53913820	86.2145022826914	62534514
EXP997531	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13641_RLF_2020_INPUT1_S388_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13641_RLF_2020_INPUT1_S388_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	220	CONTROL	CONTROL	CONTROL	CONTROL	0.997591	1.007054	0.99789	493.872502	1.135552	45543742	86.4535134334381	52680036
EXP997532	ZNF888	PEAKS997494	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13781_ZNF888_ChIP1_S332_L003_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13781_ZNF888_ChIP1_S332_L003_R2_001.fastq.gz	10805	3736	3150	156	370	0.026817358234059	0.013447918464845	0.002539192695551	0.00038603286873	0.994684	1.087265	0.995446	245.114899	1.581103	69082660	87.0601994065566	79350450
EXP997533	ZXDB	PEAKS997495	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13790_ZXDB_ChIP1_S389_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13790_ZXDB_ChIP1_S389_L004_R2_001.fastq.gz	18570	3997	6694	1340	320	0.050557361918724	0.009305297556252	0.006936267719019	0.002322901573769	0.996106	1.038045	0.996363	285.98192	1.268493	60050608	88.1793911005238	68100502
EXP997534	ZNF888	PEAKS997496	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13781_ZNF888_ChIP2_S390_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13781_ZNF888_ChIP2_S390_L004_R2_001.fastq.gz	3965	2870	2541	3627	240	0.012779089642964	0.008328184625611	0.002165528043334	0.008244249430133	0.996071	1.066068	0.996712	337.160084	1.290901	48364400	83.1721060219244	58149784
EXP997535	ZXDB	PEAKS997497	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13790_ZXDB_ChIP2_S391_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13790_ZXDB_ChIP2_S391_L004_R2_001.fastq.gz	8300	2489	5145	25194	205	0.022318191679364	0.005946801155028	0.005157095125799	0.025188662696495	0.997607	1.050749	0.997977	535.225886	1.21493	30165458	77.6202849126829	38862854
EXP997536	ZNF92	PEAKS997498	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13783_ZNF92_ChIP1_S392_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13783_ZNF92_ChIP1_S392_L004_R2_001.fastq.gz	5850	5557	5625	22574	230	0.04344015994166	0.038666269285306	0.012616099020841	0.052479284435904	0.99288	1.474795	0.993987	192.032103	1.408419	26260052	73.4933432682554	35731198
EXP997537	ZNF92	PEAKS997499	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13783_ZNF92_ChIP2_S393_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13783_ZNF92_ChIP2_S393_L004_R2_001.fastq.gz	6094	6016	5701	19292	225	0.056886362497656	0.044057718838583	0.009439602691266	0.056792395793346	0.9903	1.555804	0.992001	147.063889	1.219256	30264822	76.7442798106052	39435932
EXP997538	MBD1	PEAKS997500	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13833_MBD1_ChIP1_G1_S394_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13833_MBD1_ChIP1_G1_S394_L004_R2_001.fastq.gz	138338	10105	9860	481	265	0.281518659032518	0.014440343478168	0.014225764636979	0.001370299081928	0.991441	1.069771	0.992468	137.276128	1.199521	66850670	83.0141181695432	80529278
EXP997539	MTERF4	PEAKS997501	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13836_MTERF4_ChIP1_S395_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13836_MTERF4_ChIP1_S395_L004_R2_001.fastq.gz	34	2	43	10	235	0.000154561161686	2.59180277577093E-06	1.61489249874958E-05	1.13640583245341E-05	0.997158	1.006569	0.997552	425.157875	1.202488	57789694	87.3108250404481	66188464
EXP997540	MBD1	PEAKS997502	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13833_MBD1_ChIP1_A2_S333_L003_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13833_MBD1_ChIP1_A2_S333_L003_R2_001.fastq.gz	9	0	9	14767	205	6.95184457264529E-05	0	9.55878628738726E-06	0.01017576249321	0.9984	1.017853	0.998633	789.434051	1.197277	33563808	70.3022755412536	47742136
EXP997541	MTERF4	PEAKS997503	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13836_MTERF4_ChIP2_S396_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13836_MTERF4_ChIP2_S396_L004_R2_001.fastq.gz	7	0	10	20459	225	2.97470300341092E-05	0	4.99179613586079E-06	0.012661028721573	0.998618	1.013609	0.9987	802.471091	1.313842	25437924	83.569752534499	30439152
EXP997542	BAZ2A	PEAKS997504	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH14548_BAZ2A_ChIP2_S334_L003_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH14548_BAZ2A_ChIP2_S334_L003_R2_001.fastq.gz	50	5	26	0	210	0.00010030754776	7.50116487067608E-06	7.88443606844785E-06	0	0.997468	1.009973	0.997597	429.53715	1.22128	59103246	75.4747792464797	78308604
EXP997543	MTERF2	PEAKS997505	9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13834_MTERF2_ChIP1_S397_L004_R1_001.fastq.gz;9TEIJ7M/RAZ19674.20220317/220309_A00987_0384_AHCVLNDSX3/pTH13834_MTERF2_ChIP1_S397_L004_R2_001.fastq.gz	101	22	122	224	260	0.000536262623623	0.000220119626913	0.000181827738773	0.000295117696167	0.997687	1.010058	0.997869	490.979332	1.282334	48638342	83.119495559569	58516166
